Segment,Source,Target,RAG adheres?,SPA obviously adheres?,SPA adheres?,Agreement?,RAG suggestion,SPA suggestion,Agreement on suggestion,RAG Terms,SPA Terms
552,"“Perhaps you have heart disease,” said the Tin Woodman.","""Vielleicht hast du eine Herzkrankheit"", sagte der Blechmann.",FALSE,TRUE,TRUE,FALSE,"""Vielleicht hast du eine Herzkrankheit"", sagte der Blechholzfäller.","""Vielleicht hast du eine Herzkrankheit"", sagte der Blechholzfäller.",TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | land of the Winkies → Land der Winkies (note: see also Country of the West) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wizard Oz → Zauberer Oz | heart → Herz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.),"1. term: ""heart"" → preferred: ""Herz"" (part of speech: noun) | 2. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
553,"“It may be,” said the Lion.","""Das mag sein"", sagte der Löwe.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Lion → Löwe | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | king of beasts → König der Tiere | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Great Oz → großen Oz | king of the forest → König des Waldes | land of the Winkies → Land der Winkies (note: see also Country of the West) | Glinda → Glinda,
554,"“If you have,” continued the Tin Woodman, “you ought to be glad, for it proves you have a heart.","""Wenn du das hast"", fuhr der Blechmann fort, ""solltest du froh sein, denn es beweist, dass du ein Herz hast.",FALSE,TRUE,TRUE,FALSE,"""Wenn du das hast"", fuhr der Blechholzfäller fort, ""solltest du froh sein, denn es beweist, dass du ein Herz hast.""","""Wenn du das hast"", fuhr der Blechholzfäller fort, „solltest du froh sein, denn es beweist, dass du ein Herz hast.""",FALSE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | heart → Herz | land of the Winkies → Land der Winkies (note: see also Country of the West) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Glinda → Glinda | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Good Witch of the North → Gute Hexe des Nordens,"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
555,"For my part, I have no heart; so I cannot have heart disease.”","Ich für meinen Teil habe kein Herz, also kann ich auch keine Herzkrankheit haben"".",FALSE,TRUE,TRUE,FALSE,"Ich meinerseits habe kein Herz, also kann ich auch keine Herzkrankheit haben.",,TRUE,heart ⭢ Herz | heartaches ⭢ Herzbeklemmungen | Tin Woodman ⭢ Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | broken ⭢ zerbrochen | Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | neck ⭢ Hals | courage ⭢ Mut | brain ⭢ Verstand (note: also when plural as 'brains'),
556,"“Perhaps,” said the Lion thoughtfully, “if I had no heart I should not be a coward.”","""Vielleicht"", sagte der Löwe nachdenklich, ""wenn ich kein Herz hätte, wäre ich kein Feigling.""",FALSE,TRUE,TRUE,FALSE,"""Vielleicht"", sagte der Löwe nachdenklich, „wenn ich kein Herz hätte, wäre ich kein Feigling.""",,FALSE,Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Lion ⭢ Löwe | king of beasts ⭢ König der Tiere | courage ⭢ Mut | heart ⭢ Herz | Tin Woodman ⭢ Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Scarecrow ⭢ Vogelscheuche | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.),
557,“Have you brains?” asked the Scarecrow.,"""Habt ihr Verstand?"", fragte die Vogelscheuche.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Scarecrow → Vogelscheuche | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | bran-new brains → nagelneuen Verstand (adjective) (note: wordplay in English rendered as adjective + noun in German) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | brain → Verstand (note: also when plural as 'brains') | Wizard Oz → Zauberer Oz | Great Oz → großen Oz,
558,“I suppose so.,"""Ich nehme an, ja.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Aunt Em → Tante Em | supper → Abendbrot | Glinda → Glinda | Great Oz → großen Oz | Uncle Henry → Onkel Henry | hat → Hut | Quadlings → Quadlinge | Boq → Boq,
559,"I’ve never looked to see,” replied the Lion.","Ich habe nie nachgeschaut"", antwortete der Löwe.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Lion → Löwe | king of beasts → König der Tiere | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | king of the forest → König des Waldes | Great Oz → großen Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | land of the Winkies → Land der Winkies (note: see also Country of the West),
560,"“I am going to the Great Oz to ask him to give me some,” remarked the Scarecrow, “for my head is stuffed with straw.”","""Ich gehe zum Großen Oz und bitte ihn, mir etwas zu geben"", sagte die Vogelscheuche, ""denn mein Kopf ist mit Stroh ausgestopft.""",FALSE,TRUE,TRUE,FALSE,"""Ich gehe zum großen Oz, um ihn zu bitten, mir etwas zu geben"", sagte die Vogelscheuche, „denn mein Kopf ist mit Stroh ausgestopft.""",,FALSE,Scarecrow ⭢ Vogelscheuche | Great Oz ⭢ großen Oz | Tin Woodman ⭢ Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Wizard Oz ⭢ Zauberer Oz | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Oz ⭢ Oz,
561,"“And I am going to ask him to give me a heart,” said the Woodman.","""Und ich werde ihn bitten, mir ein Herz zu schenken"", sagte der Holzfäller.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Woodman → Holzfäller | heart → Herz | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Scarecrow → Vogelscheuche | Wizard Oz → Zauberer Oz,
562,"“And I am going to ask him to send Toto and me back to Kansas,” added Dorothy.","""Und ich werde ihn bitten, Toto und mich zurück nach Kansas zu schicken"", fügte Dorothy hinzu.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Wizard Oz → Zauberer Oz | Good Witch of the North → Gute Hexe des Nordens | Glinda → Glinda | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | land of the Winkies → Land der Winkies (note: see also Country of the West) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name),
563,“Do you think Oz could give me courage?” asked the Cowardly Lion.,"""Meinst du, Oz könnte mir Mut geben?"", fragte der Feige Löwe.",FALSE,TRUE,TRUE,FALSE,"„Meinst du, Oz könnte mir Mut geben?“, fragte der feige Löwe.",,FALSE,Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Great Oz ⭢ großen Oz | Wizard Oz ⭢ Zauberer Oz | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Oz ⭢ Oz | land of Oz ⭢ Land Oz (note: German uses 'Land Oz' without 'of') | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.) | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters),
564,"“Just as easily as he could give me brains,” said the Scarecrow.","""Genauso leicht, wie er mir Hirn geben könnte"", sagte die Vogelscheuche.",TRUE,TRUE,TRUE,TRUE,,"""Genauso leicht, wie er mir Verstand geben könnte"", sagte die Vogelscheuche.",FALSE,Scarecrow → Vogelscheuche | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | bran-new brains → nagelneuen Verstand (adjective) (note: wordplay in English rendered as adjective + noun in German) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Glinda → Glinda | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Great Oz → großen Oz,"1. term: ""brain"" → preferred: ""Verstand"" (part of speech: noun) (note: also when plural as 'brains')"
565,"“Or give me a heart,” said the Tin Woodman.","""Oder gib mir ein Herz"", sagte der Blechmann.",FALSE,TRUE,TRUE,FALSE,"""Oder gib mir ein Herz"", sagte der Blechholzfäller.","""Oder gib mir ein Herz"", sagte der Blechholzfäller.",TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | heart → Herz | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Wizard Oz → Zauberer Oz | land of the Winkies → Land der Winkies (note: see also Country of the West) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Scarecrow → Vogelscheuche,"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
566,"“Or send me back to Kansas,” said Dorothy.","""Oder schickt mich zurück nach Kansas"", sagte Dorothy.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Wizard Oz → Zauberer Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Good Witch of the North → Gute Hexe des Nordens | Glinda → Glinda | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | land of the Winkies → Land der Winkies (note: see also Country of the West) | Wicked Witch of the West → Böse Hexe des Westens,
567,"“Then, if you don’t mind, I’ll go with you,” said the Lion, “for my life is simply unbearable without a bit of courage.”","""Wenn es dir nichts ausmacht, werde ich mit dir gehen"", sagte der Löwe, ""denn ohne ein bisschen Mut ist mein Leben einfach unerträglich.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | courage → Mut | Lion → Löwe | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | king of beasts → König der Tiere,
568,"“You will be very welcome,” answered Dorothy, “for you will help to keep away the other wild beasts.","""Du wirst sehr willkommen sein"", antwortete Dorothy, ""denn du wirst helfen, die anderen wilden Tiere fernzuhalten.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Good Witch of the North → Gute Hexe des Nordens | Glinda → Glinda | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | king of the forest → König des Waldes | Great Oz → großen Oz,"1. term: ""wild beast"" → preferred: ""wildes Tier"" (part of speech: noun)"
569,It seems to me they must be more cowardly than you are if they allow you to scare them so easily.”,"Mir scheint, dass sie noch feiger sein müssen als du, wenn sie sich so leicht einschüchtern lassen.",TRUE,TRUE,TRUE,TRUE,,,FALSE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Scarecrow → Vogelscheuche | courage → Mut | blood-curdling incidents → grauenerregenden Ereignissen | wild beast → wildes Tier | Queen of the Mice → Mäusekönigin | scream → aufschrie (note: verb form in German; base 'aufschreien' used in text) | Wicked Witch of the West → Böse Hexe des Westens,
